,0,1,2,3
1,Proteine(%): 8.8,,,
2,Lisina:,794,9.02,
3,Istidina:,185,2.1,
4,Arginina:,278,3.16,
5,Acido aspartico:,840,9.54,
6,Treonina:,410,4.66,
7,Serina:,416,4.73,
8,Acido glutamico:,1631,18.53,
9,Prolina:,539,6.12,
10,Glicina:,181,2.06,
11,Alanina:,430,4.89,
12,Cistina:,182,2.07,
13,Valina:,532,6.04,
14,Metionina:,203,2.31,
15,Isoleucina:,466,5.3,
16,Leucina:,997,11.33,
17,Tirosina:,331,3.76,
18,Fenilalanina:,353,4.01,
19,Triptofano:,88,1,
20,Indice Chimico:,91,,
21,Aminoacido limitante:,Trip.,,
