,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,35.20,,
2,Calorie,kcal,375.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,30.50,,32.54
5,Proteine animali,g,30.50,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.50,,0.50
8,Glucidi solubili,g,0.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,27.90,,66.97
11,Lipidi animali,g,27.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,9.51,,
14,Acido oleico,g,11.26,,
15,Monoinsaturi totali,g,11.88,,
16,Acido linoleico,g,3.49,,
17,Acido linolenico,g,3.49,,
18,Altri polinsaturi,g,0.47,,
19,Polinsaturi totali,g,7.45,,
20,Colesterolo,mg,95.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.10,,
23,Calcio,mg,20.00,2.50,
24,Sodio,mg,2502.00,,
25,Potassio,mg,716.00,23.10,
26,Fosforo,mg,356.00,44.50,
27,Zinco,mg,6.40,64.00,
28,Tiamina (Vit.B1),mg,0.34,24.11,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.26,16.25,
31,Niacina (Vit. PP),mg,2.50,13.71,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.28,2.80,
