,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,52.20,,
2,Calorie,kcal,331.00,,
3,Fibra alimentare,g,2.20,,
4,Proteine totali,g,1.40,,1.69
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.40,,
7,Glucidi disponibili,g,4.50,,5.08
8,Glucidi solubili,g,4.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,34.30,,93.23
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,34.30,,
13,Lipidi saturi totali,g,5.02,,
14,Acido oleico,g,24.09,,
15,Monoinsaturi totali,g,24.41,,
16,Acido linoleico,g,3.35,,
17,Acido linolenico,g,3.35,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,6.70,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,3.20,,
23,Calcio,mg,63.00,7.88,
24,Sodio,mg,1175.00,,
25,Potassio,mg,258.00,8.32,
26,Fosforo,mg,23.00,2.88,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.09,5.62,
31,Niacina (Vit. PP),mg,1.10,6.03,
32,Vitamina C,mg,18.00,30.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,27.00,23.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,162.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,2.30,23.00,
