,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,28.50,,
2,Calorie,kcal,292.00,,
3,Fibra alimentare,g,4.90,,
4,Proteine totali,g,8.40,,10.97
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,8.40,,
7,Glucidi disponibili,g,40.70,,54.34
8,Glucidi solubili,g,9.90,,
9,Amido,g,30.80,,
10,Lipidi totali,g,11.80,,34.68
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,11.80,,
13,Lipidi saturi totali,g,2.00,,
14,Acido oleico,g,7.84,,
15,Monoinsaturi totali,g,7.93,,
16,Acido linoleico,g,1.58,,
17,Acido linolenico,g,1.58,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,3.16,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.00,,
23,Calcio,mg,9.00,1.12,
24,Sodio,mg,218.00,,
25,Potassio,mg,128.00,4.13,
26,Fosforo,mg,39.00,4.88,
27,Zinco,mg,0.50,5.00,
28,Tiamina (Vit.B1),mg,0.21,14.89,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.08,5.00,
31,Niacina (Vit. PP),mg,1.30,7.13,
32,Vitamina C,mg,1.00,1.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.51,5.10,
