,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,70.00,,
2,Calorie,kcal,147.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,18.70,,50.75
5,Proteine animali,g,18.70,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.40,,1.01
8,Glucidi solubili,g,0.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,7.90,,48.24
11,Lipidi animali,g,7.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,3.12,,
14,Acido oleico,g,1.40,,
15,Monoinsaturi totali,g,1.57,,
16,Acido linoleico,g,0.73,,
17,Acido linolenico,g,0.73,,
18,Altri polinsaturi,g,1.57,,
19,Polinsaturi totali,g,3.03,,
20,Colesterolo,mg,225.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,8.00,,
23,Calcio,mg,20.00,2.50,
24,Sodio,mg,67.00,,
25,Potassio,mg,360.00,11.61,
26,Fosforo,mg,320.00,40.00,
27,Zinco,mg,1.40,14.00,
28,Tiamina (Vit.B1),mg,0.31,21.99,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.50,31.25,
31,Niacina (Vit. PP),mg,5.70,31.27,
32,Vitamina C,mg,9.00,15.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,4549.33,666.57,
35,Retinolo,mcg,4526.00,,
36,Carotene,mcg,140.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.13,1.30,
