,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,64.30,,
2,Calorie,kcal,188.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,21.10,,44.92
5,Proteine animali,g,21.10,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,11.50,,55.08
11,Lipidi animali,g,11.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.44,,
14,Acido oleico,g,1.74,,
15,Monoinsaturi totali,g,4.36,,
16,Acido linoleico,g,0.17,,
17,Acido linolenico,g,0.17,,
18,Altri polinsaturi,g,2.96,,
19,Polinsaturi totali,g,3.30,,
20,Colesterolo,mg,35.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,66.00,8.25,
24,Sodio,mg,540.00,,
25,Potassio,mg,300.00,9.68,
26,Fosforo,mg,286.00,35.75,
27,Zinco,mg,0.80,8.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.19,11.88,
31,Niacina (Vit. PP),mg,7.00,38.40,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,14.00,7.00,
34,Retinolo (equivalente),mcg,60.00,8.57,
35,Retinolo,mcg,60.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,17.00,170.00,
38,Vitamina E,mg,1.52,15.20,
