,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,30.80,,
2,Calorie,kcal,302.00,,
3,Fibra alimentare,g,3.70,,
4,Proteine totali,g,7.70,,9.45
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,7.70,,
7,Glucidi disponibili,g,58.30,,74.53
8,Glucidi solubili,g,4.20,,
9,Amido,g,54.10,,
10,Lipidi totali,g,5.80,,16.02
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,5.80,,
13,Lipidi saturi totali,g,0.96,,
14,Acido oleico,g,4.06,,
15,Monoinsaturi totali,g,4.11,,
16,Acido linoleico,g,0.62,,
17,Acido linolenico,g,0.62,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.24,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.80,,
23,Calcio,mg,120.00,15.00,
24,Sodio,mg,630.00,,
25,Potassio,mg,110.00,3.55,
26,Fosforo,mg,100.00,12.50,
27,Zinco,mg,0.90,9.00,
28,Tiamina (Vit.B1),mg,0.25,17.73,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.08,5.00,
31,Niacina (Vit. PP),mg,1.40,7.68,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,29.00,14.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
