,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,4.80,,
2,Calorie,kcal,430.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,2.10,,1.96
5,Proteine animali,g,2.10,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,71.10,,62.01
8,Glucidi solubili,g,70.00,,
9,Amido,g,1.10,,
10,Lipidi totali,g,17.20,,36.03
11,Lipidi animali,g,17.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,10.71,,
14,Acido oleico,g,4.33,,
15,Monoinsaturi totali,g,4.97,,
16,Acido linoleico,g,0.39,,
17,Acido linolenico,g,0.39,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.78,,
20,Colesterolo,mg,17.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.50,,
23,Calcio,mg,95.00,11.88,
24,Sodio,mg,320.00,,
25,Potassio,mg,210.00,6.77,
26,Fosforo,mg,64.00,8.00,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.00,0.00,
31,Niacina (Vit. PP),mg,0.00,0.00,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
