,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,91.00,,
2,Calorie,kcal,24.00,,
3,Fibra alimentare,g,1.10,,
4,Proteine totali,g,1.50,,25.36
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.50,,
7,Glucidi disponibili,g,4.00,,63.23
8,Glucidi solubili,g,4.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.30,,11.41
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.30,,
13,Lipidi saturi totali,g,0.08,,
14,Acido oleico,g,0.02,,
15,Monoinsaturi totali,g,0.03,,
16,Acido linoleico,g,0.06,,
17,Acido linolenico,g,0.06,,
18,Altri polinsaturi,g,0.02,,
19,Polinsaturi totali,g,0.14,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.60,,
23,Calcio,mg,48.00,6.00,
24,Sodio,mg,355.00,,
25,Potassio,mg,288.00,9.29,
26,Fosforo,mg,43.00,5.38,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.05,3.12,
31,Niacina (Vit. PP),mg,0.20,1.10,
32,Vitamina C,mg,20.00,33.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.20,2.00,
