,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,14.20,,
2,Calorie,kcal,343.00,,
3,Fibra alimentare,g,2.50,,
4,Proteine totali,g,11.00,,11.67
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,11.00,,
7,Glucidi disponibili,g,78.00,,86.66
8,Glucidi solubili,g,1.70,,
9,Amido,g,76.30,,
10,Lipidi totali,g,0.70,,1.67
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.70,,
13,Lipidi saturi totali,g,0.16,,
14,Acido oleico,g,0.08,,
15,Monoinsaturi totali,g,0.08,,
16,Acido linoleico,g,0.41,,
17,Acido linolenico,g,0.41,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.82,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,17.00,2.12,
24,Sodio,mg,3.00,,
25,Potassio,mg,126.00,4.06,
26,Fosforo,mg,76.00,9.50,
27,Zinco,mg,0.60,6.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.03,1.88,
31,Niacina (Vit. PP),mg,1.00,5.49,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.16,1.60,
