,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,31.80,,
2,Calorie,kcal,243.00,,
3,Fibra alimentare,g,8.70,,
4,Proteine totali,g,0.90,,1.63
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.90,,
7,Glucidi disponibili,g,57.20,,97.14
8,Glucidi solubili,g,57.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.30,,1.23
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.30,,
13,Lipidi saturi totali,g,0.05,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.08,,
17,Acido linolenico,g,0.08,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.16,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.40,,
23,Calcio,mg,14.00,1.75,
24,Sodio,mg,87.00,,
25,Potassio,mg,450.00,14.52,
26,Fosforo,mg,38.00,4.75,
27,Zinco,mg,0.20,2.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.16,10.00,
31,Niacina (Vit. PP),mg,0.90,4.94,
32,Vitamina C,mg,4.00,6.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.55,5.50,
