,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,40.80,,
2,Calorie,kcal,394.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,20.90,,21.22
5,Proteine animali,g,20.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.70,,0.66
8,Glucidi solubili,g,0.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,34.20,,78.12
11,Lipidi animali,g,34.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,14.00,,
14,Acido oleico,g,11.29,,
15,Monoinsaturi totali,g,12.54,,
16,Acido linoleico,g,5.46,,
17,Acido linolenico,g,5.46,,
18,Altri polinsaturi,g,0.16,,
19,Polinsaturi totali,g,11.08,,
20,Colesterolo,mg,73.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.90,,
23,Calcio,mg,22.00,2.75,
24,Sodio,mg,1595.00,,
25,Potassio,mg,297.00,9.58,
26,Fosforo,mg,202.00,25.25,
27,Zinco,mg,2.50,25.00,
28,Tiamina (Vit.B1),mg,0.58,41.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.17,10.62,
31,Niacina (Vit. PP),mg,5.40,29.62,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.45,4.50,
38,Vitamina E,mg,0.15,1.50,
