,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,70.10,,
2,Calorie,kcal,162.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,20.80,,51.23
5,Proteine animali,g,20.80,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,8.80,,48.77
11,Lipidi animali,g,8.80,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,4.15,,
14,Acido oleico,g,3.14,,
15,Monoinsaturi totali,g,3.25,,
16,Acido linoleico,g,0.20,,
17,Acido linolenico,g,0.20,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.40,,
20,Colesterolo,mg,71.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.60,,
23,Calcio,mg,7.00,0.88,
24,Sodio,mg,88.00,,
25,Potassio,mg,350.00,11.29,
26,Fosforo,mg,190.00,23.75,
27,Zinco,mg,3.30,33.00,
28,Tiamina (Vit.B1),mg,0.14,9.93,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.28,17.50,
31,Niacina (Vit. PP),mg,6.00,32.91,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.40,4.00,
38,Vitamina E,mg,0.09,0.90,
