,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,27.00,,
2,Calorie,kcal,454.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,27.40,,24.13
5,Proteine animali,g,27.40,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,38.30,,75.87
11,Lipidi animali,g,38.30,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,14.50,,
14,Acido oleico,g,16.28,,
15,Monoinsaturi totali,g,18.15,,
16,Acido linoleico,g,2.70,,
17,Acido linolenico,g,2.70,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,5.40,,
20,Colesterolo,mg,55.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.40,,
23,Calcio,mg,21.00,2.62,
24,Sodio,mg,1019.00,,
25,Potassio,mg,180.00,5.81,
26,Fosforo,mg,246.00,30.75,
27,Zinco,mg,1.90,19.00,
28,Tiamina (Vit.B1),mg,0.32,22.70,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.20,12.50,
31,Niacina (Vit. PP),mg,2.60,14.26,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,5.00,2.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.22,2.20,
