,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,5.00,,
2,Calorie,kcal,351.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,33.10,,37.75
5,Proteine animali,g,33.10,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,56.20,,59.94
8,Glucidi solubili,g,56.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.90,,2.31
11,Lipidi animali,g,0.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.63,,
14,Acido oleico,g,0.18,,
15,Monoinsaturi totali,g,0.23,,
16,Acido linoleico,g,0.05,,
17,Acido linolenico,g,0.05,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.10,,
20,Colesterolo,mg,22.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.90,,
23,Calcio,mg,1323.00,165.38,
24,Sodio,mg,550.00,,
25,Potassio,mg,1650.00,53.23,
26,Fosforo,mg,1030.00,128.75,
27,Zinco,mg,4.00,40.00,
28,Tiamina (Vit.B1),mg,0.35,24.82,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,1.80,112.50,
31,Niacina (Vit. PP),mg,0.80,4.39,
32,Vitamina C,mg,6.00,10.00,
33,Acido folico,mg,51.00,25.50,
34,Retinolo (equivalente),mcg,8.50,1.57,
35,Retinolo,mcg,8.00,,
36,Carotene,mcg,3.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.01,0.10,
