,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,2.30,,
2,Calorie,kcal,604.00,,
3,Fibra alimentare,g,21.10,,
4,Proteine totali,g,5.60,,3.71
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,5.60,,
7,Glucidi disponibili,g,6.40,,3.96
8,Glucidi solubili,g,6.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,62.00,,92.33
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,62.00,,
13,Lipidi saturi totali,g,53.27,,
14,Acido oleico,g,3.85,,
15,Monoinsaturi totali,g,4.08,,
16,Acido linoleico,g,1.05,,
17,Acido linolenico,g,1.05,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,2.10,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,3.60,,
23,Calcio,mg,23.00,2.88,
24,Sodio,mg,28.00,,
25,Potassio,mg,660.00,21.29,
26,Fosforo,mg,160.00,20.00,
27,Zinco,mg,0.90,9.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.05,3.12,
31,Niacina (Vit. PP),mg,0.90,4.94,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.26,12.60,
