,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,96.50,,
2,Calorie,kcal,14.00,,
3,Fibra alimentare,g,0.60,,
4,Proteine totali,g,0.70,,19.95
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.70,,
7,Glucidi disponibili,g,1.80,,47.98
8,Glucidi solubili,g,1.80,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.50,,32.07
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.50,,
13,Lipidi saturi totali,g,0.17,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.12,,
17,Acido linolenico,g,0.12,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.24,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.30,,
23,Calcio,mg,16.00,2.00,
24,Sodio,mg,13.00,,
25,Potassio,mg,140.00,4.52,
26,Fosforo,mg,17.00,2.12,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.03,1.88,
31,Niacina (Vit. PP),mg,0.60,3.29,
32,Vitamina C,mg,11.00,18.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.07,0.70,
