,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,0.10,,
2,Calorie,kcal,898.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,0.20,,0.09
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.20,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,99.70,,99.91
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,99.70,,
13,Lipidi saturi totali,g,13.15,,
14,Acido oleico,g,39.70,,
15,Monoinsaturi totali,g,40.10,,
16,Acido linoleico,g,41.90,,
17,Acido linolenico,g,41.90,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,83.80,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.10,,
23,Calcio,mg,10.00,1.25,
24,Sodio,mg,2.00,,
25,Potassio,mg,20.00,0.65,
26,Fosforo,mg,0.00,0.00,
27,Zinco,mg,0.00,0.00,
28,Tiamina (Vit.B1),mg,0.01,0.71,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.07,4.38,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,29.10,291.00,
