,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,69.70,,
2,Calorie,kcal,132.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,22.20,,67.20
5,Proteine animali,g,22.20,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,1.00,,2.83
8,Glucidi solubili,g,1.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,4.40,,29.97
11,Lipidi animali,g,4.40,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.53,,
14,Acido oleico,g,1.55,,
15,Monoinsaturi totali,g,1.81,,
16,Acido linoleico,g,0.57,,
17,Acido linolenico,g,0.57,,
18,Altri polinsaturi,g,0.12,,
19,Polinsaturi totali,g,1.26,,
20,Colesterolo,mg,62.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.50,,
23,Calcio,mg,14.00,1.75,
24,Sodio,mg,1390.00,,
25,Potassio,mg,587.00,18.94,
26,Fosforo,mg,200.00,25.00,
27,Zinco,mg,6.50,65.00,
28,Tiamina (Vit.B1),mg,0.52,36.88,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.25,15.62,
31,Niacina (Vit. PP),mg,2.60,14.26,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.05,0.50,
