,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,68.80,,
2,Calorie,kcal,159.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,21.40,,53.70
5,Proteine animali,g,21.40,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,8.20,,46.30
11,Lipidi animali,g,8.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.29,,
14,Acido oleico,g,3.79,,
15,Monoinsaturi totali,g,4.18,,
16,Acido linoleico,g,1.10,,
17,Acido linolenico,g,1.10,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,2.20,,
20,Colesterolo,mg,110.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.30,,
23,Calcio,mg,12.00,1.50,
24,Sodio,mg,110.00,,
25,Potassio,mg,290.00,9.35,
26,Fosforo,mg,200.00,25.00,
27,Zinco,mg,1.90,19.00,
28,Tiamina (Vit.B1),mg,0.19,13.48,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.18,11.25,
31,Niacina (Vit. PP),mg,7.70,42.24,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,80.00,11.43,
35,Retinolo,mcg,80.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.40,4.00,
38,Vitamina E,mg,0.02,0.20,
