,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,31.00,,
2,Calorie,kcal,276.00,,
3,Fibra alimentare,g,4.50,,
4,Proteine totali,g,12.00,,16.97
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,12.00,,
7,Glucidi disponibili,g,41.70,,61.39
8,Glucidi solubili,g,3.30,,
9,Amido,g,38.40,,
10,Lipidi totali,g,6.80,,21.64
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,6.80,,
13,Lipidi saturi totali,g,1.04,,
14,Acido oleico,g,1.42,,
15,Monoinsaturi totali,g,1.44,,
16,Acido linoleico,g,3.43,,
17,Acido linolenico,g,3.43,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,6.86,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.20,,
23,Calcio,mg,61.00,7.62,
24,Sodio,mg,610.00,,
25,Potassio,mg,482.00,15.55,
26,Fosforo,mg,234.00,29.25,
27,Zinco,mg,1.30,13.00,
28,Tiamina (Vit.B1),mg,0.32,22.70,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.09,5.62,
31,Niacina (Vit. PP),mg,1.10,6.03,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,96.00,48.00,
34,Retinolo (equivalente),mcg,3.00,2.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,18.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.49,4.90,
