,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,59.90,,
2,Calorie,kcal,259.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,14.80,,22.90
5,Proteine animali,g,14.80,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.60,,0.87
8,Glucidi solubili,g,0.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,21.90,,76.23
11,Lipidi animali,g,21.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,4.43,,
14,Acido oleico,g,5.22,,
15,Monoinsaturi totali,g,13.53,,
16,Acido linoleico,g,0.37,,
17,Acido linolenico,g,0.37,,
18,Altri polinsaturi,g,0.60,,
19,Polinsaturi totali,g,1.34,,
20,Colesterolo,mg,117.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,18.00,2.25,
24,Sodio,mg,89.00,,
25,Potassio,mg,270.00,8.71,
26,Fosforo,mg,202.00,25.25,
27,Zinco,mg,2.50,25.00,
28,Tiamina (Vit.B1),mg,0.28,19.86,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.37,23.12,
31,Niacina (Vit. PP),mg,3.50,19.20,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,940.00,134.29,
35,Retinolo,mcg,940.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,4.90,49.00,
38,Vitamina E,mg,4.14,41.40,
