,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,9.30,,
2,Calorie,kcal,108.00,,
3,Fibra alimentare,g,44.70,,
4,Proteine totali,g,19.60,,72.85
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,19.60,,
7,Glucidi disponibili,g,3.00,,10.43
8,Glucidi solubili,g,3.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,2.00,,16.73
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,2.00,,
13,Lipidi saturi totali,g,0.44,,
14,Acido oleico,g,0.00,,
15,Monoinsaturi totali,g,0.22,,
16,Acido linoleico,g,0.22,,
17,Acido linolenico,g,0.22,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.44,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,15.20,,
23,Calcio,mg,430.00,53.75,
24,Sodio,mg,45.00,,
25,Potassio,mg,2160.00,69.68,
26,Fosforo,mg,630.00,78.75,
27,Zinco,mg,3.00,30.00,
28,Tiamina (Vit.B1),mg,0.14,9.93,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,1.20,75.00,
31,Niacina (Vit. PP),mg,7.50,41.14,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
