,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,42.80,,
2,Calorie,kcal,373.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,24.60,,26.41
5,Proteine animali,g,24.60,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,2.10,,2.11
8,Glucidi solubili,g,2.10,,
9,Amido,g,0.00,,
10,Lipidi totali,g,29.60,,71.49
11,Lipidi animali,g,29.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,18.37,,
14,Acido oleico,g,8.10,,
15,Monoinsaturi totali,g,9.58,,
16,Acido linoleico,g,0.61,,
17,Acido linolenico,g,0.61,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.22,,
20,Colesterolo,mg,90.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.60,,
23,Calcio,mg,618.00,77.25,
24,Sodio,mg,514.00,,
25,Potassio,mg,68.00,2.19,
26,Fosforo,mg,496.00,62.00,
27,Zinco,mg,3.20,32.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.32,20.00,
31,Niacina (Vit. PP),mg,0.20,1.10,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,264.00,61.29,
35,Retinolo,mcg,231.00,,
36,Carotene,mcg,198.00,,
37,Vitamina D,mcg,0.16,1.60,
38,Vitamina E,mg,0.35,3.50,
