,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,75.30,,
2,Calorie,kcal,102.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,23.70,,92.54
5,Proteine animali,g,23.70,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.60,,2.19
8,Glucidi solubili,g,0.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.60,,5.27
11,Lipidi animali,g,0.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.23,,
14,Acido oleico,g,0.11,,
15,Monoinsaturi totali,g,0.14,,
16,Acido linoleico,g,0.06,,
17,Acido linolenico,g,0.06,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.12,,
20,Colesterolo,mg,65.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.30,,
23,Calcio,mg,17.00,2.12,
24,Sodio,mg,57.00,,
25,Potassio,mg,306.00,9.87,
26,Fosforo,mg,180.00,22.50,
27,Zinco,mg,1.20,12.00,
28,Tiamina (Vit.B1),mg,0.19,13.48,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.12,7.50,
31,Niacina (Vit. PP),mg,4.00,21.94,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.01,0.10,
