,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,25.40,,
2,Calorie,kcal,298.00,,
3,Fibra alimentare,g,4.10,,
4,Proteine totali,g,8.80,,10.69
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,8.80,,
7,Glucidi disponibili,g,69.20,,87.95
8,Glucidi solubili,g,2.20,,
9,Amido,g,67.00,,
10,Lipidi totali,g,0.50,,1.37
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.50,,
13,Lipidi saturi totali,g,0.12,,
14,Acido oleico,g,0.06,,
15,Monoinsaturi totali,g,0.06,,
16,Acido linoleico,g,0.31,,
17,Acido linolenico,g,0.31,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.62,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,18.00,2.25,
24,Sodio,mg,692.00,,
25,Potassio,mg,190.00,6.13,
26,Fosforo,mg,83.00,10.38,
27,Zinco,mg,1.00,10.00,
28,Tiamina (Vit.B1),mg,0.06,4.26,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.06,3.75,
31,Niacina (Vit. PP),mg,0.90,4.94,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,31.00,15.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
