,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,90.50,,
2,Calorie,kcal,27.00,,
3,Fibra alimentare,g,1.60,,
4,Proteine totali,g,0.90,,13.32
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.90,,
7,Glucidi disponibili,g,5.30,,73.36
8,Glucidi solubili,g,5.30,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.40,,13.32
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.40,,
13,Lipidi saturi totali,g,0.02,,
14,Acido oleico,g,0.06,,
15,Monoinsaturi totali,g,0.06,,
16,Acido linoleico,g,0.12,,
17,Acido linolenico,g,0.12,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.24,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,35.00,4.38,
24,Sodio,mg,2.00,,
25,Potassio,mg,160.00,5.16,
26,Fosforo,mg,28.00,3.50,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.04,2.50,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,54.00,90.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.18,1.80,
