,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,76.00,,
2,Calorie,kcal,93.00,,
3,Fibra alimentare,g,3.30,,
4,Proteine totali,g,3.40,,13.79
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,3.40,,
7,Glucidi disponibili,g,16.60,,69.78
8,Glucidi solubili,g,2.00,,
9,Amido,g,14.60,,
10,Lipidi totali,g,1.80,,16.43
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,1.80,,
13,Lipidi saturi totali,g,0.23,,
14,Acido oleico,g,0.41,,
15,Monoinsaturi totali,g,0.41,,
16,Acido linoleico,g,0.67,,
17,Acido linolenico,g,0.67,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.34,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.70,,
23,Calcio,mg,3.00,0.38,
24,Sodio,mg,1.00,,
25,Potassio,mg,260.00,8.39,
26,Fosforo,mg,91.00,11.38,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.16,11.35,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.05,3.12,
31,Niacina (Vit. PP),mg,1.90,10.42,
32,Vitamina C,mg,8.00,13.33,
33,Acido folico,mg,41.00,20.50,
34,Retinolo (equivalente),mcg,16.17,13.86,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,97.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.69,6.90,
