,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,82.00,,
2,Calorie,kcal,43.00,,
3,Fibra alimentare,g,6.80,,
4,Proteine totali,g,4.10,,35.00
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,4.10,,
7,Glucidi disponibili,g,6.30,,55.39
8,Glucidi solubili,g,1.10,,
9,Amido,g,5.20,,
10,Lipidi totali,g,0.50,,9.60
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.50,,
13,Lipidi saturi totali,g,0.10,,
14,Acido oleico,g,0.04,,
15,Monoinsaturi totali,g,0.04,,
16,Acido linoleico,g,0.12,,
17,Acido linolenico,g,0.12,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.24,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.90,,
23,Calcio,mg,40.00,5.00,
24,Sodio,mg,305.00,,
25,Potassio,mg,232.00,7.48,
26,Fosforo,mg,47.00,5.88,
27,Zinco,mg,0.60,6.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.02,1.25,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.23,2.30,
