,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,77.20,,
2,Calorie,kcal,110.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,15.70,,57.31
5,Proteine animali,g,15.70,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,1.20,,4.10
8,Glucidi solubili,g,1.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,4.70,,38.60
11,Lipidi animali,g,4.70,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.66,,
14,Acido oleico,g,1.15,,
15,Monoinsaturi totali,g,1.32,,
16,Acido linoleico,g,0.23,,
17,Acido linolenico,g,0.23,,
18,Altri polinsaturi,g,0.21,,
19,Polinsaturi totali,g,0.67,,
20,Colesterolo,mg,240.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,8.80,,
23,Calcio,mg,9.00,1.12,
24,Sodio,mg,103.00,,
25,Potassio,mg,290.00,9.35,
26,Fosforo,mg,282.00,35.25,
27,Zinco,mg,2.80,28.00,
28,Tiamina (Vit.B1),mg,0.45,31.91,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,2.04,127.50,
31,Niacina (Vit. PP),mg,10.30,56.50,
32,Vitamina C,mg,18.00,30.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,7500.00,1075.71,
35,Retinolo,mcg,7494.00,,
36,Carotene,mcg,36.00,,
37,Vitamina D,mcg,0.45,4.50,
38,Vitamina E,mg,0.54,5.40,
