,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,7.30,,
2,Calorie,kcal,567.00,,
3,Fibra alimentare,g,1.90,,
4,Proteine totali,g,29.60,,20.87
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,29.60,,
7,Glucidi disponibili,g,5.00,,3.30
8,Glucidi solubili,g,5.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,47.80,,75.83
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,47.80,,
13,Lipidi saturi totali,g,7.35,,
14,Acido oleico,g,16.88,,
15,Monoinsaturi totali,g,17.98,,
16,Acido linoleico,g,19.51,,
17,Acido linolenico,g,19.51,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,39.02,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.00,,
23,Calcio,mg,40.00,5.00,
24,Sodio,mg,1.00,,
25,Potassio,mg,780.00,25.16,
26,Fosforo,mg,466.00,58.25,
27,Zinco,mg,6.50,65.00,
28,Tiamina (Vit.B1),mg,0.39,27.66,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.25,15.62,
31,Niacina (Vit. PP),mg,2.70,14.81,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,57.00,28.50,
34,Retinolo (equivalente),mcg,9.00,7.71,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,54.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,9.50,95.00,
