,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,75.50,,
2,Calorie,kcal,123.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,16.80,,54.60
5,Proteine animali,g,16.80,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.50,,1.52
8,Glucidi solubili,g,0.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,6.00,,43.88
11,Lipidi animali,g,6.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.94,,
14,Acido oleico,g,1.38,,
15,Monoinsaturi totali,g,1.59,,
16,Acido linoleico,g,0.12,,
17,Acido linolenico,g,0.12,,
18,Altri polinsaturi,g,0.03,,
19,Polinsaturi totali,g,0.27,,
20,Colesterolo,mg,150.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,4.60,,
23,Calcio,mg,9.00,1.12,
24,Sodio,mg,95.00,,
25,Potassio,mg,320.00,10.32,
26,Fosforo,mg,203.00,25.37,
27,Zinco,mg,1.80,18.00,
28,Tiamina (Vit.B1),mg,0.58,41.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.89,55.62,
31,Niacina (Vit. PP),mg,8.20,44.98,
32,Vitamina C,mg,6.00,10.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,3.00,0.43,
35,Retinolo,mcg,3.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,1.00,10.00,
38,Vitamina E,mg,0.77,7.70,
