,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,41.30,,
2,Calorie,kcal,375.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,19.70,,21.02
5,Proteine animali,g,19.70,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,32.90,,78.98
11,Lipidi animali,g,32.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,20.68,,
14,Acido oleico,g,8.01,,
15,Monoinsaturi totali,g,9.09,,
16,Acido linoleico,g,0.67,,
17,Acido linolenico,g,0.67,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.34,,
20,Colesterolo,mg,90.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.40,,
23,Calcio,mg,530.00,66.25,
24,Sodio,mg,1670.00,,
25,Potassio,mg,31.00,1.00,
26,Fosforo,mg,400.00,50.00,
27,Zinco,mg,1.60,16.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.65,40.62,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,45.00,22.50,
34,Retinolo (equivalente),mcg,296.67,43.57,
35,Retinolo,mcg,295.00,,
36,Carotene,mcg,10.00,,
37,Vitamina D,mcg,0.18,1.80,
38,Vitamina E,mg,0.55,5.50,
