,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,83.00,,
2,Calorie,kcal,75.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,14.00,,74.77
5,Proteine animali,g,14.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,2.10,,25.23
11,Lipidi animali,g,2.10,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.72,,
14,Acido oleico,g,0.39,,
15,Monoinsaturi totali,g,0.54,,
16,Acido linoleico,g,0.14,,
17,Acido linolenico,g,0.14,,
18,Altri polinsaturi,g,0.13,,
19,Polinsaturi totali,g,0.41,,
20,Colesterolo,mg,168.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,6.70,,
23,Calcio,mg,15.00,1.88,
24,Sodio,mg,198.00,,
25,Potassio,mg,340.00,10.97,
26,Fosforo,mg,173.00,21.62,
27,Zinco,mg,1.30,13.00,
28,Tiamina (Vit.B1),mg,0.23,16.31,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.25,15.62,
31,Niacina (Vit. PP),mg,2.00,10.97,
32,Vitamina C,mg,40.00,66.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
