,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,13.30,,
2,Calorie,kcal,342.00,,
3,Fibra alimentare,g,7.00,,
4,Proteine totali,g,27.20,,29.74
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,27.20,,
7,Glucidi disponibili,g,55.30,,62.88
8,Glucidi solubili,g,4.90,,
9,Amido,g,50.40,,
10,Lipidi totali,g,3.00,,7.38
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,3.00,,
13,Lipidi saturi totali,g,0.50,,
14,Acido oleico,g,0.60,,
15,Monoinsaturi totali,g,0.60,,
16,Acido linoleico,g,1.16,,
17,Acido linolenico,g,1.16,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,2.32,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,5.00,,
23,Calcio,mg,90.00,11.25,
24,Sodio,mg,127.00,,
25,Potassio,mg,1028.00,33.16,
26,Fosforo,mg,420.00,52.50,
27,Zinco,mg,4.60,46.00,
28,Tiamina (Vit.B1),mg,0.50,35.46,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.28,17.50,
31,Niacina (Vit. PP),mg,2.60,14.26,
32,Vitamina C,mg,4.00,6.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,10.00,8.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,60.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.46,4.60,
