,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,87.20,,
2,Calorie,kcal,20.00,,
3,Fibra alimentare,g,5.60,,
4,Proteine totali,g,3.70,,73.27
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,3.70,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.60,,26.73
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.60,,
13,Lipidi saturi totali,g,0.10,,
14,Acido oleico,g,0.22,,
15,Monoinsaturi totali,g,0.22,,
16,Acido linoleico,g,0.09,,
17,Acido linolenico,g,0.09,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.18,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,4.20,,
23,Calcio,mg,220.00,27.50,
24,Sodio,mg,20.00,,
25,Potassio,mg,670.00,21.61,
26,Fosforo,mg,75.00,9.38,
27,Zinco,mg,0.90,9.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.21,13.12,
31,Niacina (Vit. PP),mg,0.60,3.29,
32,Vitamina C,mg,162.00,270.00,
33,Acido folico,mg,129.00,64.50,
34,Retinolo (equivalente),mcg,943.00,808.29,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,5658.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.29,12.90,
