,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,39.00,,
2,Calorie,kcal,358.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,26.70,,29.76
5,Proteine animali,g,26.70,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,1.70,,1.77
8,Glucidi solubili,g,1.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,27.30,,68.47
11,Lipidi animali,g,27.30,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,8.04,,
14,Acido oleico,g,10.69,,
15,Monoinsaturi totali,g,12.02,,
16,Acido linoleico,g,4.10,,
17,Acido linolenico,g,4.10,,
18,Altri polinsaturi,g,0.59,,
19,Polinsaturi totali,g,8.79,,
20,Colesterolo,mg,86.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.60,,
23,Calcio,mg,51.00,6.38,
24,Sodio,mg,2688.00,,
25,Potassio,mg,784.00,25.29,
26,Fosforo,mg,356.00,44.50,
27,Zinco,mg,6.00,60.00,
28,Tiamina (Vit.B1),mg,0.16,11.35,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.14,8.75,
31,Niacina (Vit. PP),mg,2.50,13.71,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.23,2.30,
