,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,42.00,,
2,Calorie,kcal,332.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,26.00,,31.27
5,Proteine animali,g,26.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,25.40,,68.73
11,Lipidi animali,g,25.40,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,17.72,,
14,Acido oleico,g,4.74,,
15,Monoinsaturi totali,g,5.51,,
16,Acido linoleico,g,0.39,,
17,Acido linolenico,g,0.39,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.78,,
20,Colesterolo,mg,70.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.90,,
23,Calcio,mg,470.00,58.75,
24,Sodio,mg,1084.00,,
25,Potassio,mg,129.00,4.16,
26,Fosforo,mg,280.00,35.00,
27,Zinco,mg,2.00,20.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.21,13.12,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,23.00,11.50,
34,Retinolo (equivalente),mcg,116.33,19.00,
35,Retinolo,mcg,113.00,,
36,Carotene,mcg,20.00,,
37,Vitamina D,mcg,0.50,5.00,
38,Vitamina E,mg,0.37,3.70,
