,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,12.70,,
2,Calorie,kcal,43.00,,
3,Fibra alimentare,g,58.70,,
4,Proteine totali,g,7.10,,66.36
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,7.10,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,1.60,,33.64
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,1.60,,
13,Lipidi saturi totali,g,0.71,,
14,Acido oleico,g,0.25,,
15,Monoinsaturi totali,g,0.28,,
16,Acido linoleico,g,0.06,,
17,Acido linolenico,g,0.06,,
18,Altri polinsaturi,g,0.07,,
19,Polinsaturi totali,g,0.19,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,12.70,,
23,Calcio,mg,900.00,112.50,
24,Sodio,mg,1830.00,,
25,Potassio,mg,450.00,14.52,
26,Fosforo,mg,210.00,26.25,
27,Zinco,mg,6.20,62.00,
28,Tiamina (Vit.B1),mg,0.07,4.96,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.26,16.25,
31,Niacina (Vit. PP),mg,2.10,11.52,
32,Vitamina C,mg,13.00,21.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,56.67,48.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,340.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.87,8.70,
