,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,9.00,,
2,Calorie,kcal,181.00,,
3,Fibra alimentare,g,44.70,,
4,Proteine totali,g,15.80,,34.84
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,15.80,,
7,Glucidi disponibili,g,14.50,,30.43
8,Glucidi solubili,g,12.40,,
9,Amido,g,2.10,,
10,Lipidi totali,g,7.00,,34.73
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,7.00,,
13,Lipidi saturi totali,g,0.18,,
14,Acido oleico,g,5.13,,
15,Monoinsaturi totali,g,5.13,,
16,Acido linoleico,g,0.72,,
17,Acido linolenico,g,0.72,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.44,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,41.50,,
23,Calcio,mg,1080.00,135.00,
24,Sodio,mg,180.00,,
25,Potassio,mg,4090.00,131.94,
26,Fosforo,mg,340.00,42.50,
27,Zinco,mg,3.80,38.00,
28,Tiamina (Vit.B1),mg,0.33,23.40,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.32,20.00,
31,Niacina (Vit. PP),mg,5.40,29.62,
32,Vitamina C,mg,120.00,200.00,
33,Acido folico,mg,180.00,90.00,
34,Retinolo (equivalente),mcg,3625.00,3107.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,21750.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,9.15,91.50,
