,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,28.20,,
2,Calorie,kcal,514.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,22.00,,17.13
5,Proteine animali,g,22.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,47.30,,82.87
11,Lipidi animali,g,47.30,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,21.64,,
14,Acido oleico,g,13.04,,
15,Monoinsaturi totali,g,14.79,,
16,Acido linoleico,g,8.60,,
17,Acido linolenico,g,8.60,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,17.20,,
20,Colesterolo,mg,62.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,4.30,,
23,Calcio,mg,31.00,3.88,
24,Sodio,mg,1702.00,,
25,Potassio,mg,309.00,9.97,
26,Fosforo,mg,266.00,33.25,
27,Zinco,mg,1.20,12.00,
28,Tiamina (Vit.B1),mg,0.31,21.99,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.20,12.50,
31,Niacina (Vit. PP),mg,4.60,25.23,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,1.00,0.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.43,4.30,
