,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,12.00,,
2,Calorie,kcal,319.00,,
3,Fibra alimentare,g,1.70,,
4,Proteine totali,g,12.30,,14.16
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,12.30,,
7,Glucidi disponibili,g,65.80,,79.10
8,Glucidi solubili,g,3.30,,
9,Amido,g,62.50,,
10,Lipidi totali,g,2.60,,6.73
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,2.60,,
13,Lipidi saturi totali,g,0.60,,
14,Acido oleico,g,0.29,,
15,Monoinsaturi totali,g,0.29,,
16,Acido linoleico,g,1.51,,
17,Acido linolenico,g,1.51,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,3.02,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,3.30,,
23,Calcio,mg,35.00,4.38,
24,Sodio,mg,2.00,,
25,Potassio,mg,397.00,12.81,
26,Fosforo,mg,304.00,38.00,
27,Zinco,mg,2.60,26.00,
28,Tiamina (Vit.B1),mg,0.42,29.79,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.14,8.75,
31,Niacina (Vit. PP),mg,5.40,29.62,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.44,14.40,
