,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,45.50,,
2,Calorie,kcal,360.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,19.10,,21.18
5,Proteine animali,g,19.10,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,31.60,,78.82
11,Lipidi animali,g,31.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,10.35,,
14,Acido oleico,g,14.08,,
15,Monoinsaturi totali,g,15.51,,
16,Acido linoleico,g,3.55,,
17,Acido linolenico,g,3.55,,
18,Altri polinsaturi,g,0.43,,
19,Polinsaturi totali,g,7.53,,
20,Colesterolo,mg,95.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.10,,
23,Calcio,mg,20.00,2.50,
24,Sodio,mg,1375.00,,
25,Potassio,mg,186.00,6.00,
26,Fosforo,mg,170.00,21.25,
27,Zinco,mg,4.30,43.00,
28,Tiamina (Vit.B1),mg,0.26,18.44,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.21,13.12,
31,Niacina (Vit. PP),mg,3.00,16.46,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,8.00,4.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.90,9.00,
38,Vitamina E,mg,1.17,11.70,
