,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,56.00,,
2,Calorie,kcal,206.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,25.90,,50.28
5,Proteine animali,g,25.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.20,,0.36
8,Glucidi solubili,g,0.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,11.30,,49.36
11,Lipidi animali,g,6.60,,
12,Lipidi vegetali,g,4.70,,
13,Lipidi saturi totali,g,2.21,,
14,Acido oleico,g,5.33,,
15,Monoinsaturi totali,g,6.17,,
16,Acido linoleico,g,0.80,,
17,Acido linolenico,g,0.80,,
18,Altri polinsaturi,g,1.33,,
19,Polinsaturi totali,g,2.93,,
20,Colesterolo,mg,120.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.30,,
23,Calcio,mg,44.00,5.50,
24,Sodio,mg,480.00,,
25,Potassio,mg,700.00,22.58,
26,Fosforo,mg,351.00,43.88,
27,Zinco,mg,2.20,22.00,
28,Tiamina (Vit.B1),mg,0.06,4.26,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.20,12.50,
31,Niacina (Vit. PP),mg,6.50,35.66,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,58.00,8.29,
35,Retinolo,mcg,58.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,5.00,50.00,
38,Vitamina E,mg,0.31,3.10,
