,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,5.00,,
2,Calorie,kcal,364.00,,
3,Fibra alimentare,g,3.80,,
4,Proteine totali,g,6.60,,6.62
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,6.60,,
7,Glucidi disponibili,g,88.10,,91.58
8,Glucidi solubili,g,10.40,,
9,Amido,g,77.70,,
10,Lipidi totali,g,0.80,,1.81
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.80,,
13,Lipidi saturi totali,g,0.13,,
14,Acido oleico,g,0.23,,
15,Monoinsaturi totali,g,0.23,,
16,Acido linoleico,g,0.38,,
17,Acido linolenico,g,0.38,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.76,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.80,,
23,Calcio,mg,74.00,9.25,
24,Sodio,mg,11.00,,
25,Potassio,mg,99.00,3.19,
26,Fosforo,mg,58.00,7.25,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,1.00,70.92,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,1.50,93.75,
31,Niacina (Vit. PP),mg,16.00,87.77,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.53,5.30,
