,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,78.10,,
2,Calorie,kcal,86.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,16.20,,79.12
5,Proteine animali,g,16.20,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,1.90,,20.88
11,Lipidi animali,g,1.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.30,,
14,Acido oleico,g,0.26,,
15,Monoinsaturi totali,g,0.35,,
16,Acido linoleico,g,0.02,,
17,Acido linolenico,g,0.02,,
18,Altri polinsaturi,g,0.72,,
19,Polinsaturi totali,g,0.76,,
20,Colesterolo,mg,164.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,60.00,7.50,
24,Sodio,mg,177.00,,
25,Potassio,mg,180.00,5.81,
26,Fosforo,mg,280.00,35.00,
27,Zinco,mg,5.70,57.00,
28,Tiamina (Vit.B1),mg,0.15,10.64,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.18,11.25,
31,Niacina (Vit. PP),mg,2.00,10.97,
32,Vitamina C,mg,2.00,3.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.47,14.70,
