,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,29.00,,
2,Calorie,kcal,279.00,,
3,Fibra alimentare,g,2.80,,
4,Proteine totali,g,8.10,,10.60
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,8.10,,
7,Glucidi disponibili,g,64.70,,88.81
8,Glucidi solubili,g,0.60,,
9,Amido,g,64.10,,
10,Lipidi totali,g,0.20,,0.59
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.20,,
13,Lipidi saturi totali,g,0.05,,
14,Acido oleico,g,0.02,,
15,Monoinsaturi totali,g,0.02,,
16,Acido linoleico,g,0.12,,
17,Acido linolenico,g,0.12,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.24,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.70,,
23,Calcio,mg,64.00,8.00,
24,Sodio,mg,665.00,,
25,Potassio,mg,161.00,5.19,
26,Fosforo,mg,100.00,12.50,
27,Zinco,mg,0.80,8.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.03,1.88,
31,Niacina (Vit. PP),mg,1.40,7.68,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,29.00,14.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
