,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,67.00,,
2,Calorie,kcal,196.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,13.90,,28.31
5,Proteine animali,g,13.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.10,,0.19
8,Glucidi solubili,g,0.10,,
9,Amido,g,0.00,,
10,Lipidi totali,g,15.60,,71.50
11,Lipidi animali,g,15.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,4.75,,
14,Acido oleico,g,3.32,,
15,Monoinsaturi totali,g,3.91,,
16,Acido linoleico,g,2.62,,
17,Acido linolenico,g,2.62,,
18,Altri polinsaturi,g,1.08,,
19,Polinsaturi totali,g,6.32,,
20,Colesterolo,mg,292.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,3.00,,
23,Calcio,mg,14.00,1.75,
24,Sodio,mg,82.00,,
25,Potassio,mg,250.00,8.06,
26,Fosforo,mg,230.00,28.75,
27,Zinco,mg,2.80,28.00,
28,Tiamina (Vit.B1),mg,0.25,17.73,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.36,22.50,
31,Niacina (Vit. PP),mg,4.60,25.23,
32,Vitamina C,mg,12.00,20.00,
33,Acido folico,mg,530.00,265.00,
34,Retinolo (equivalente),mcg,5500.00,785.71,
35,Retinolo,mcg,5500.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.60,6.00,
38,Vitamina E,mg,0.71,7.10,
