,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,17.00,,
2,Calorie,kcal,187.00,,
3,Fibra alimentare,g,3.30,,
4,Proteine totali,g,0.10,,0.21
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.10,,
7,Glucidi disponibili,g,49.40,,98.82
8,Glucidi solubili,g,49.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.20,,0.96
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.20,,
13,Lipidi saturi totali,g,0.02,,
14,Acido oleico,g,0.03,,
15,Monoinsaturi totali,g,0.04,,
16,Acido linoleico,g,0.03,,
17,Acido linolenico,g,0.03,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.06,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.10,,
23,Calcio,mg,55.00,6.88,
24,Sodio,mg,27.00,,
25,Potassio,mg,24.00,0.77,
26,Fosforo,mg,6.00,0.75,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.00,0.00,
31,Niacina (Vit. PP),mg,0.90,4.94,
32,Vitamina C,mg,2.00,3.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,1.17,1.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,7.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
