,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,59.80,,
2,Calorie,kcal,179.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,3.50,,8.02
5,Proteine animali,g,3.50,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,23.70,,50.76
8,Glucidi solubili,g,23.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,8.00,,41.23
11,Lipidi animali,g,8.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,4.96,,
14,Acido oleico,g,2.19,,
15,Monoinsaturi totali,g,2.59,,
16,Acido linoleico,g,0.16,,
17,Acido linolenico,g,0.16,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.32,,
20,Colesterolo,mg,26.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.50,,
23,Calcio,mg,110.00,13.75,
24,Sodio,mg,61.00,,
25,Potassio,mg,180.00,5.81,
26,Fosforo,mg,99.00,12.38,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.26,16.25,
31,Niacina (Vit. PP),mg,0.20,1.10,
32,Vitamina C,mg,1.00,1.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,120.67,36.29,
35,Retinolo,mcg,94.00,,
36,Carotene,mcg,160.00,,
37,Vitamina D,mcg,0.10,1.00,
38,Vitamina E,mg,0.17,1.70,
