,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,72.40,,
2,Calorie,kcal,140.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,18.90,,54.19
5,Proteine animali,g,18.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,7.10,,45.81
11,Lipidi animali,g,7.10,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.37,,
14,Acido oleico,g,1.46,,
15,Monoinsaturi totali,g,2.95,,
16,Acido linoleico,g,0.66,,
17,Acido linolenico,g,0.66,,
18,Altri polinsaturi,g,0.82,,
19,Polinsaturi totali,g,2.14,,
20,Colesterolo,mg,70.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.00,,
23,Calcio,mg,34.00,4.25,
24,Sodio,mg,50.00,,
25,Potassio,mg,286.00,9.23,
26,Fosforo,mg,220.00,27.50,
27,Zinco,mg,1.70,17.00,
28,Tiamina (Vit.B1),mg,0.07,4.96,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.04,2.50,
31,Niacina (Vit. PP),mg,1.50,8.23,
32,Vitamina C,mg,1.00,1.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,44.00,6.29,
35,Retinolo,mcg,44.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,10.60,106.00,
38,Vitamina E,mg,0.93,9.30,
