,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,34.00,,
2,Calorie,kcal,267.00,,
3,Fibra alimentare,g,3.80,,
4,Proteine totali,g,8.90,,12.14
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,8.90,,
7,Glucidi disponibili,g,60.30,,86.02
8,Glucidi solubili,g,2.20,,
9,Amido,g,58.10,,
10,Lipidi totali,g,0.60,,1.84
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.60,,
13,Lipidi saturi totali,g,0.14,,
14,Acido oleico,g,0.07,,
15,Monoinsaturi totali,g,0.07,,
16,Acido linoleico,g,0.35,,
17,Acido linolenico,g,0.35,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.70,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.40,,
23,Calcio,mg,13.00,1.62,
24,Sodio,mg,665.00,,
25,Potassio,mg,161.00,5.19,
26,Fosforo,mg,77.00,9.62,
27,Zinco,mg,0.80,8.00,
28,Tiamina (Vit.B1),mg,0.08,5.67,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.07,4.38,
31,Niacina (Vit. PP),mg,1.70,9.33,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,29.00,14.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
