,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,4.50,,
2,Calorie,kcal,313.00,,
3,Fibra alimentare,g,13.00,,
4,Proteine totali,g,10.20,,17.13
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,10.20,,
7,Glucidi disponibili,g,48.70,,76.45
8,Glucidi solubili,g,48.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,1.70,,6.42
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,1.70,,
13,Lipidi saturi totali,g,0.30,,
14,Acido oleico,g,0.26,,
15,Monoinsaturi totali,g,0.26,,
16,Acido linoleico,g,0.68,,
17,Acido linolenico,g,0.68,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.36,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.60,,
23,Calcio,mg,220.00,27.50,
24,Sodio,mg,170.00,,
25,Potassio,mg,1390.00,44.84,
26,Fosforo,mg,260.00,32.50,
27,Zinco,mg,1.70,17.00,
28,Tiamina (Vit.B1),mg,0.23,16.31,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.00,0.00,
31,Niacina (Vit. PP),mg,0.80,4.39,
32,Vitamina C,mg,33.00,55.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,14.17,12.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,85.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,2.69,26.90,
