,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,92.50,,
2,Calorie,kcal,22.00,,
3,Fibra alimentare,g,3.00,,
4,Proteine totali,g,3.00,,53.34
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,3.00,,
7,Glucidi disponibili,g,0.40,,6.65
8,Glucidi solubili,g,0.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,1.00,,40.01
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,1.00,,
13,Lipidi saturi totali,g,0.27,,
14,Acido oleico,g,0.06,,
15,Monoinsaturi totali,g,0.08,,
16,Acido linoleico,g,0.12,,
17,Acido linolenico,g,0.12,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.24,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.20,,
23,Calcio,mg,170.00,21.25,
24,Sodio,mg,49.00,,
25,Potassio,mg,230.00,7.42,
26,Fosforo,mg,52.00,6.50,
27,Zinco,mg,0.70,7.00,
28,Tiamina (Vit.B1),mg,0.16,11.35,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.06,3.75,
31,Niacina (Vit. PP),mg,0.30,1.65,
32,Vitamina C,mg,62.00,103.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,420.00,360.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,2520.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.46,14.60,
