,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,68.60,,
2,Calorie,kcal,234.00,,
3,Fibra alimentare,g,2.40,,
4,Proteine totali,g,1.60,,2.72
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.60,,
7,Glucidi disponibili,g,0.80,,1.27
8,Glucidi solubili,g,0.80,,
9,Amido,g,0.00,,
10,Lipidi totali,g,25.10,,96.01
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,25.10,,
13,Lipidi saturi totali,g,3.51,,
14,Acido oleico,g,17.27,,
15,Monoinsaturi totali,g,17.52,,
16,Acido linoleico,g,2.65,,
17,Acido linolenico,g,2.65,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,5.30,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.60,,
23,Calcio,mg,62.00,7.75,
24,Sodio,mg,54.00,,
25,Potassio,mg,432.00,13.94,
26,Fosforo,mg,18.00,2.25,
27,Zinco,mg,0.50,5.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.10,6.25,
31,Niacina (Vit. PP),mg,1.00,5.49,
32,Vitamina C,mg,20.00,33.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,55.00,47.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,330.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.99,19.90,
