,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,41.30,,
2,Calorie,kcal,364.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,26.90,,29.55
5,Proteine animali,g,26.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,28.50,,70.45
11,Lipidi animali,g,28.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,17.69,,
14,Acido oleico,g,7.80,,
15,Monoinsaturi totali,g,9.22,,
16,Acido linoleico,g,0.59,,
17,Acido linolenico,g,0.59,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.18,,
20,Colesterolo,mg,117.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.60,,
23,Calcio,mg,360.00,45.00,
24,Sodio,mg,463.00,,
25,Potassio,mg,69.00,2.23,
26,Fosforo,mg,300.00,37.50,
27,Zinco,mg,1.90,19.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.36,22.50,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,19.00,9.50,
34,Retinolo (equivalente),mcg,292.50,54.29,
35,Retinolo,mcg,275.00,,
36,Carotene,mcg,105.00,,
37,Vitamina D,mcg,0.17,1.70,
38,Vitamina E,mg,0.24,2.40,
