,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,12.80,,
2,Calorie,kcal,360.00,,
3,Fibra alimentare,g,14.80,,
4,Proteine totali,g,10.60,,10.72
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,10.60,,
7,Glucidi disponibili,g,80.00,,84.96
8,Glucidi solubili,g,0.00,,
9,Amido,g,80.00,,
10,Lipidi totali,g,1.90,,4.32
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,1.90,,
13,Lipidi saturi totali,g,0.40,,
14,Acido oleico,g,0.20,,
15,Monoinsaturi totali,g,0.24,,
16,Acido linoleico,g,0.83,,
17,Acido linolenico,g,0.83,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.66,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,6.00,,
23,Calcio,mg,39.00,4.88,
24,Sodio,mg,4.00,,
25,Potassio,mg,560.00,18.06,
26,Fosforo,mg,393.00,49.12,
27,Zinco,mg,3.30,33.00,
28,Tiamina (Vit.B1),mg,0.16,11.35,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.08,5.00,
31,Niacina (Vit. PP),mg,5.50,30.17,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.90,9.00,
