,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,55.00,,
2,Calorie,kcal,212.00,,
3,Fibra alimentare,g,5.40,,
4,Proteine totali,g,17.70,,41.70
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,17.70,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,11.00,,58.30
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,11.00,,
13,Lipidi saturi totali,g,1.59,,
14,Acido oleico,g,2.40,,
15,Monoinsaturi totali,g,2.43,,
16,Acido linoleico,g,5.48,,
17,Acido linolenico,g,5.48,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,10.96,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,8.60,,
23,Calcio,mg,217.00,27.12,
24,Sodio,mg,7.00,,
25,Potassio,mg,729.00,23.52,
26,Fosforo,mg,174.00,21.75,
27,Zinco,mg,3.00,30.00,
28,Tiamina (Vit.B1),mg,0.16,11.35,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.19,11.88,
31,Niacina (Vit. PP),mg,0.00,0.00,
32,Vitamina C,mg,13.00,21.67,
33,Acido folico,mg,8.00,4.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.01,0.10,
