,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,88.00,,
2,Calorie,kcal,47.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,0.20,,1.77
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.20,,
7,Glucidi disponibili,g,11.60,,96.23
8,Glucidi solubili,g,11.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.10,,2.00
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.10,,
13,Lipidi saturi totali,g,0.01,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.02,,
17,Acido linolenico,g,0.02,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.04,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.30,,
23,Calcio,mg,7.00,0.88,
24,Sodio,mg,14.00,,
25,Potassio,mg,61.00,1.97,
26,Fosforo,mg,6.00,0.75,
27,Zinco,mg,0.10,1.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.02,1.25,
31,Niacina (Vit. PP),mg,0.30,1.65,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,11.00,5.50,
34,Retinolo (equivalente),mcg,4.00,3.43,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,24.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
