,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,8.30,,
2,Calorie,kcal,206.00,,
3,Fibra alimentare,g,39.60,,
4,Proteine totali,g,14.10,,26.03
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,14.10,,
7,Glucidi disponibili,g,26.80,,51.13
8,Glucidi solubili,g,3.80,,
9,Amido,g,23.00,,
10,Lipidi totali,g,5.50,,22.84
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,5.50,,
13,Lipidi saturi totali,g,0.93,,
14,Acido oleico,g,0.69,,
15,Monoinsaturi totali,g,0.73,,
16,Acido linoleico,g,2.68,,
17,Acido linolenico,g,2.68,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,5.36,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,12.90,,
23,Calcio,mg,110.00,13.75,
24,Sodio,mg,28.00,,
25,Potassio,mg,1160.00,37.42,
26,Fosforo,mg,1200.00,150.00,
27,Zinco,mg,16.20,162.00,
28,Tiamina (Vit.B1),mg,0.89,63.12,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.36,22.50,
31,Niacina (Vit. PP),mg,29.60,162.37,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,2.60,26.00,
