,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,55.00,,
2,Calorie,kcal,260.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,21.20,,32.47
5,Proteine animali,g,21.20,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,19.60,,67.53
11,Lipidi animali,g,19.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,12.16,,
14,Acido oleico,g,5.36,,
15,Monoinsaturi totali,g,6.34,,
16,Acido linoleico,g,0.40,,
17,Acido linolenico,g,0.40,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.80,,
20,Colesterolo,mg,90.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,290.00,36.25,
24,Sodio,mg,299.00,,
25,Potassio,mg,36.00,1.16,
26,Fosforo,mg,420.00,52.50,
27,Zinco,mg,2.30,23.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.31,19.37,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,19.00,9.50,
34,Retinolo (equivalente),mcg,142.33,22.71,
35,Retinolo,mcg,139.00,,
36,Carotene,mcg,20.00,,
37,Vitamina D,mcg,0.16,1.60,
38,Vitamina E,mg,0.33,3.30,
