,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,8.10,,
2,Calorie,kcal,375.00,,
3,Fibra alimentare,g,10.50,,
4,Proteine totali,g,17.80,,17.89
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,17.80,,
7,Glucidi disponibili,g,33.70,,31.67
8,Glucidi solubili,g,33.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,22.30,,50.43
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,22.30,,
13,Lipidi saturi totali,g,0.72,,
14,Acido oleico,g,14.86,,
15,Monoinsaturi totali,g,14.86,,
16,Acido linoleico,g,2.53,,
17,Acido linolenico,g,2.53,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,5.06,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,66.40,,
23,Calcio,mg,931.00,116.38,
24,Sodio,mg,168.00,,
25,Potassio,mg,1788.00,57.68,
26,Fosforo,mg,499.00,62.38,
27,Zinco,mg,4.80,48.00,
28,Tiamina (Vit.B1),mg,0.63,44.68,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.33,20.62,
31,Niacina (Vit. PP),mg,4.60,25.23,
32,Vitamina C,mg,8.00,13.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,127.00,108.86,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,762.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,2.72,27.20,
