,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,45.30,,
2,Calorie,kcal,337.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,20.90,,24.84
5,Proteine animali,g,20.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,28.10,,75.16
11,Lipidi animali,g,28.10,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,9.61,,
14,Acido oleico,g,11.48,,
15,Monoinsaturi totali,g,12.59,,
16,Acido linoleico,g,3.61,,
17,Acido linolenico,g,3.61,,
18,Altri polinsaturi,g,0.31,,
19,Polinsaturi totali,g,7.53,,
20,Colesterolo,mg,80.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,19.00,2.38,
24,Sodio,mg,1854.00,,
25,Potassio,mg,273.00,8.81,
26,Fosforo,mg,140.00,17.50,
27,Zinco,mg,1.90,19.00,
28,Tiamina (Vit.B1),mg,0.45,31.91,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.14,8.75,
31,Niacina (Vit. PP),mg,4.70,25.78,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.90,9.00,
38,Vitamina E,mg,0.07,0.70,
