,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,96.80,,
2,Calorie,kcal,9.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,0.60,,26.25
5,Proteine animali,g,0.60,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.60,,24.54
8,Glucidi solubili,g,0.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.50,,49.21
11,Lipidi animali,g,0.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.11,,
14,Acido oleico,g,0.15,,
15,Monoinsaturi totali,g,0.17,,
16,Acido linoleico,g,0.14,,
17,Acido linolenico,g,0.14,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.28,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.00,,
23,Calcio,mg,6.00,0.75,
24,Sodio,mg,608.00,,
25,Potassio,mg,10.00,0.32,
26,Fosforo,mg,5.00,0.62,
27,Zinco,mg,0.00,0.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.00,0.00,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,5.00,0.71,
35,Retinolo,mcg,5.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
